Report_Number,Date_Reported,Date_of_Occurrence,Time_of_Occurrence,City,Crime_Code,Crime_Description,Victim_Age,Victim_Gender,Weapon_Used,Crime_Domain,Police_Deployed,Case_Closed,Date_Case_Closed,Hour,Month,Day_of_Week,Year,Is_Weekend,Day_Name,Season,Time_Bucket,Victim_Age_Group,Weapon_Group,Latitude,Longitude
37897,30-04-2024 14:00,2024-04-28 00:00:00,28-04-2024 19:35,Kanpur,100,CYBERCRIME,47,F,Other,Other Crime,8,Yes,15-05-2024 14:00,19,4,6,2024,1,Sunday,Summer,Evening,Adult,Other,26.4609,80.3218
37898,30-04-2024 18:00,2024-04-28 01:00:00,28-04-2024 13:19,Delhi,265,ROBBERY,65,M,Other,Violent Crime,7,No,,13,4,6,2024,1,Sunday,Summer,Afternoon,Senior,Other,28.6139,77.209
37899,29-04-2024 03:00,2024-04-28 02:00:00,28-04-2024 18:05,Srinagar,173,TRAFFIC VIOLATION,39,M,Blunt Object,Traffic Fatality,19,No,,18,4,6,2024,1,Sunday,Summer,Evening,Adult,Blunt,34.0747,74.8204
37900,29-04-2024 21:00,2024-04-28 03:00:00,28-04-2024 08:52,Kolkata,586,ILLEGAL POSSESSION,75,F,Knife,Other Crime,6,Yes,12-06-2024 21:00,8,4,6,2024,1,Sunday,Summer,Morning,Senior,Sharp,22.5726,88.3639
37901,29-04-2024 19:00,2024-04-28 04:00:00,29-04-2024 01:25,Indore,540,SEXUAL ASSAULT,30,F,Other,Violent Crime,18,No,,1,4,6,2024,1,Sunday,Summer,Night,Adult,Other,22.7204,75.8682
37902,28-04-2024 12:00,2024-04-28 05:00:00,29-04-2024 02:21,Bangalore,377,CYBERCRIME,28,M,Explosives,Other Crime,9,No,,2,4,6,2024,1,Sunday,Summer,Night,Young Adult,Explosive,12.9768,77.5901
37903,01-05-2024 04:00,2024-04-28 06:00:00,28-04-2024 14:58,Hyderabad,345,FRAUD,62,M,Firearm,Other Crime,9,Yes,28-05-2024 04:00,14,4,6,2024,1,Sunday,Summer,Afternoon,Senior,Firearm,17.3606,78.4741
37904,01-05-2024 04:00,2024-04-28 07:00:00,28-04-2024 13:58,Patna,137,DOMESTIC VIOLENCE,69,F,Explosives,Violent Crime,7,No,,13,4,6,2024,1,Sunday,Summer,Afternoon,Senior,Explosive,25.6093,85.1235
37905,30-04-2024 00:00,2024-04-28 08:00:00,28-04-2024 10:34,Ludhiana,511,DOMESTIC VIOLENCE,35,F,Other,Violent Crime,17,Yes,10-07-2024 00:00,10,4,6,2024,1,Sunday,Summer,Morning,Adult,Other,30.909,75.8516
37906,28-04-2024 15:00,2024-04-28 09:00:00,28-04-2024 22:12,Patna,297,FIREARM OFFENSE,78,M,Firearm,Fire Accident,19,Yes,07-05-2024 15:00,22,4,6,2024,1,Sunday,Summer,Night,Senior,Firearm,25.6093,85.1235
37907,29-04-2024 06:00,2024-04-28 10:00:00,28-04-2024 17:53,Jaipur,539,FIREARM OFFENSE,25,F,Firearm,Fire Accident,7,Yes,07-05-2024 06:00,17,4,6,2024,1,Sunday,Summer,Evening,Young Adult,Firearm,26.9155,75.819
37908,30-04-2024 16:00,2024-04-28 11:00:00,28-04-2024 13:19,Agra,518,COUNTERFEITING,48,F,Blunt Object,Other Crime,8,Yes,28-07-2024 16:00,13,4,6,2024,1,Sunday,Summer,Afternoon,Adult,Blunt,27.1753,78.0098
37909,29-04-2024 17:00,2024-04-28 12:00:00,28-04-2024 21:37,Mumbai,416,DRUG OFFENSE,50,F,Poison,Other Crime,16,No,,21,4,6,2024,1,Sunday,Summer,Night,Adult,Chemical,19.055,72.8692
37910,30-04-2024 00:00,2024-04-28 13:00:00,28-04-2024 13:50,Ghaziabad,348,IDENTITY THEFT,22,F,Knife,Violent Crime,14,Yes,17-05-2024 00:00,13,4,6,2024,1,Sunday,Summer,Afternoon,Young Adult,Sharp,28.775,77.4587
37911,29-04-2024 23:00,2024-04-28 14:00:00,28-04-2024 19:42,Delhi,267,HOMICIDE,79,F,Firearm,Other Crime,3,Yes,26-01-2026 23:00,19,4,6,2024,1,Sunday,Summer,Evening,Senior,Firearm,28.6139,77.209
37912,30-04-2024 22:00,2024-04-28 15:00:00,29-04-2024 02:27,Ahmedabad,255,BURGLARY,41,F,Explosives,Other Crime,16,Yes,29-09-2024 22:00,2,4,6,2024,1,Sunday,Summer,Night,Adult,Explosive,23.0215,72.5801
37913,30-04-2024 10:00,2024-04-28 16:00:00,29-04-2024 09:50,Kolkata,353,ASSAULT,42,F,Firearm,Violent Crime,5,Yes,14-07-2024 10:00,9,4,6,2024,1,Sunday,Summer,Morning,Adult,Firearm,22.5726,88.3639
37914,28-04-2024 22:00,2024-04-28 17:00:00,29-04-2024 07:29,Ahmedabad,246,ARSON,15,F,Firearm,Fire Accident,13,Yes,13-06-2024 22:00,7,4,6,2024,1,Sunday,Summer,Morning,Child,Firearm,23.0215,72.5801
37915,30-04-2024 23:00,2024-04-28 18:00:00,29-04-2024 07:49,Bangalore,521,EXTORTION,52,F,Other,Other Crime,15,Yes,17-07-2024 23:00,7,4,6,2024,1,Sunday,Summer,Morning,Adult,Other,12.9768,77.5901
37916,28-04-2024 23:00,2024-04-28 19:00:00,28-04-2024 21:11,Jaipur,438,CYBERCRIME,39,F,Unknown,Other Crime,17,Yes,07-05-2024 23:00,21,4,6,2024,1,Sunday,Summer,Night,Adult,Unknown,26.9155,75.819
37917,30-04-2024 15:00,2024-04-28 20:00:00,29-04-2024 07:47,Kolkata,178,HOMICIDE,60,F,Knife,Other Crime,15,Yes,23-04-2026 15:00,7,4,6,2024,1,Sunday,Summer,Morning,Senior,Sharp,22.5726,88.3639
37918,30-04-2024 07:00,2024-04-28 21:00:00,29-04-2024 04:09,Kolkata,427,IDENTITY THEFT,19,M,Knife,Violent Crime,12,No,,4,4,6,2024,1,Sunday,Summer,Night,Young Adult,Sharp,22.5726,88.3639
37919,30-04-2024 19:00,2024-04-28 22:00:00,29-04-2024 03:03,Surat,486,TRAFFIC VIOLATION,74,M,Unknown,Traffic Fatality,7,Yes,22-05-2024 19:00,3,4,6,2024,1,Sunday,Summer,Night,Senior,Unknown,21.2095,72.8317
37920,29-04-2024 01:00,2024-04-28 23:00:00,29-04-2024 09:47,Mumbai,217,ROBBERY,20,F,Knife,Violent Crime,17,No,,9,4,6,2024,1,Sunday,Summer,Morning,Young Adult,Sharp,19.055,72.8692
37921,30-04-2024 21:00,2024-04-29 00:00:00,29-04-2024 02:08,Ahmedabad,320,BURGLARY,37,F,Poison,Other Crime,1,Yes,14-06-2024 21:00,2,4,0,2024,0,Monday,Summer,Night,Adult,Chemical,23.0215,72.5801
37922,30-04-2024 12:00,2024-04-29 01:00:00,29-04-2024 18:03,Mumbai,549,ROBBERY,58,M,Unknown,Violent Crime,18,No,,18,4,0,2024,0,Monday,Summer,Evening,Adult,Unknown,19.055,72.8692
37923,01-05-2024 12:00,2024-04-29 02:00:00,29-04-2024 23:38,Hyderabad,588,DOMESTIC VIOLENCE,53,F,Knife,Violent Crime,12,No,,23,4,0,2024,0,Monday,Summer,Night,Adult,Sharp,17.3606,78.4741
37924,29-04-2024 08:00,2024-04-29 03:00:00,29-04-2024 21:26,Pune,404,VANDALISM,10,F,Firearm,Other Crime,5,No,,21,4,0,2024,0,Monday,Summer,Night,Child,Firearm,18.5214,73.8545
37925,30-04-2024 12:00,2024-04-29 04:00:00,30-04-2024 01:48,Delhi,179,DOMESTIC VIOLENCE,26,M,Blunt Object,Violent Crime,13,No,,1,4,0,2024,0,Monday,Summer,Night,Young Adult,Blunt,28.6139,77.209
37926,30-04-2024 06:00,2024-04-29 05:00:00,29-04-2024 13:32,Rajkot,484,PUBLIC INTOXICATION,23,F,Explosives,Other Crime,14,No,,13,4,0,2024,0,Monday,Summer,Afternoon,Young Adult,Explosive,22.3053,70.8028
37927,30-04-2024 06:00,2024-04-29 06:00:00,29-04-2024 09:58,Bangalore,281,ROBBERY,28,F,Explosives,Violent Crime,19,Yes,08-09-2024 06:00,9,4,0,2024,0,Monday,Summer,Morning,Young Adult,Explosive,12.9768,77.5901
37928,01-05-2024 03:00,2024-04-29 07:00:00,30-04-2024 03:32,Nagpur,418,PUBLIC INTOXICATION,79,F,Unknown,Other Crime,3,No,,3,4,0,2024,0,Monday,Summer,Night,Senior,Unknown,21.1498,79.0821
37929,30-04-2024 22:00,2024-04-29 08:00:00,29-04-2024 17:01,Bangalore,417,ROBBERY,53,M,Firearm,Violent Crime,3,No,,17,4,0,2024,0,Monday,Summer,Evening,Adult,Firearm,12.9768,77.5901
37930,29-04-2024 17:00,2024-04-29 09:00:00,30-04-2024 00:22,Kolkata,385,CYBERCRIME,24,M,Explosives,Other Crime,12,No,,0,4,0,2024,0,Monday,Summer,Night,Young Adult,Explosive,22.5726,88.3639
37931,01-05-2024 17:00,2024-04-29 10:00:00,30-04-2024 03:43,Nagpur,417,FIREARM OFFENSE,60,M,Poison,Fire Accident,12,No,,3,4,0,2024,0,Monday,Summer,Night,Senior,Chemical,21.1498,79.0821
37932,01-05-2024 13:00,2024-04-29 11:00:00,29-04-2024 22:55,Faridabad,497,ILLEGAL POSSESSION,67,F,Knife,Other Crime,16,Yes,09-06-2024 13:00,22,4,0,2024,0,Monday,Summer,Night,Senior,Sharp,28.4031,77.3106
37933,01-05-2024 06:00,2024-04-29 12:00:00,29-04-2024 16:26,Kolkata,521,ILLEGAL POSSESSION,48,M,Other,Other Crime,14,No,,16,4,0,2024,0,Monday,Summer,Afternoon,Adult,Other,22.5726,88.3639
37934,01-05-2024 01:00,2024-04-29 13:00:00,29-04-2024 18:45,Delhi,227,FIREARM OFFENSE,67,F,Unknown,Fire Accident,11,No,,18,4,0,2024,0,Monday,Summer,Evening,Senior,Unknown,28.6139,77.209
37935,01-05-2024 23:00,2024-04-29 14:00:00,30-04-2024 10:21,Bangalore,256,EXTORTION,34,F,Other,Other Crime,4,Yes,04-06-2024 23:00,10,4,0,2024,0,Monday,Summer,Morning,Adult,Other,12.9768,77.5901
37936,30-04-2024 13:00,2024-04-29 15:00:00,30-04-2024 02:04,Hyderabad,487,ASSAULT,27,F,Firearm,Violent Crime,14,Yes,18-06-2024 13:00,2,4,0,2024,0,Monday,Summer,Night,Young Adult,Firearm,17.3606,78.4741
37937,01-05-2024 08:00,2024-04-29 16:00:00,30-04-2024 11:43,Mumbai,136,EXTORTION,13,F,Other,Other Crime,12,Yes,20-07-2024 08:00,11,4,0,2024,0,Monday,Summer,Morning,Child,Other,19.055,72.8692
37938,01-05-2024 02:00,2024-04-29 17:00:00,30-04-2024 04:46,Lucknow,583,PUBLIC INTOXICATION,13,F,Explosives,Other Crime,9,Yes,14-05-2024 02:00,4,4,0,2024,0,Monday,Summer,Night,Child,Explosive,26.8381,80.9346
37939,30-04-2024 10:00,2024-04-29 18:00:00,30-04-2024 02:42,Patna,477,BURGLARY,45,F,Poison,Other Crime,5,Yes,28-07-2024 10:00,2,4,0,2024,0,Monday,Summer,Night,Adult,Chemical,25.6093,85.1235
37940,01-05-2024 03:00,2024-04-29 19:00:00,30-04-2024 07:10,Indore,417,HOMICIDE,57,F,Blunt Object,Other Crime,15,No,,7,4,0,2024,0,Monday,Summer,Morning,Adult,Blunt,22.7204,75.8682
37941,01-05-2024 02:00,2024-04-29 20:00:00,29-04-2024 23:44,Delhi,407,PUBLIC INTOXICATION,47,F,Blunt Object,Other Crime,7,No,,23,4,0,2024,0,Monday,Summer,Night,Adult,Blunt,28.6139,77.209
37942,02-05-2024 20:00,2024-04-29 21:00:00,30-04-2024 08:03,Agra,188,KIDNAPPING,69,M,Knife,Other Crime,2,Yes,08-06-2024 20:00,8,4,0,2024,0,Monday,Summer,Morning,Senior,Sharp,27.1753,78.0098
37943,30-04-2024 04:00,2024-04-29 22:00:00,30-04-2024 09:53,Ludhiana,324,BURGLARY,73,F,Unknown,Other Crime,19,No,,9,4,0,2024,0,Monday,Summer,Morning,Senior,Unknown,30.909,75.8516
37944,02-05-2024 17:00,2024-04-29 23:00:00,30-04-2024 06:26,Hyderabad,492,VEHICLE - STOLEN,19,F,Knife,Violent Crime,8,No,,6,4,0,2024,0,Monday,Summer,Morning,Young Adult,Sharp,17.3606,78.4741
37945,30-04-2024 14:00,2024-04-30 00:00:00,30-04-2024 03:19,Delhi,419,VEHICLE - STOLEN,18,F,Explosives,Violent Crime,11,Yes,22-06-2024 14:00,3,4,1,2024,0,Tuesday,Summer,Night,Young Adult,Explosive,28.6139,77.209
37946,02-05-2024 07:00,2024-04-30 01:00:00,30-04-2024 09:36,Lucknow,583,FRAUD,31,M,Unknown,Other Crime,1,No,,9,4,1,2024,0,Tuesday,Summer,Morning,Adult,Unknown,26.8381,80.9346
37947,30-04-2024 16:00,2024-04-30 02:00:00,30-04-2024 22:38,Surat,443,TRAFFIC VIOLATION,53,M,Knife,Traffic Fatality,4,No,,22,4,1,2024,0,Tuesday,Summer,Night,Adult,Sharp,21.2095,72.8317
37948,30-04-2024 14:00,2024-04-30 03:00:00,30-04-2024 16:17,Nagpur,399,SHOPLIFTING,30,F,Other,Other Crime,6,No,,16,4,1,2024,0,Tuesday,Summer,Afternoon,Adult,Other,21.1498,79.0821
37949,02-05-2024 00:00,2024-04-30 04:00:00,01-05-2024 03:24,Pune,296,SHOPLIFTING,12,M,Blunt Object,Other Crime,19,No,,3,4,1,2024,0,Tuesday,Summer,Night,Child,Blunt,18.5214,73.8545
37950,01-05-2024 13:00,2024-04-30 05:00:00,01-05-2024 04:24,Kolkata,555,IDENTITY THEFT,21,F,Knife,Violent Crime,3,Yes,01-07-2024 13:00,4,4,1,2024,0,Tuesday,Summer,Night,Young Adult,Sharp,22.5726,88.3639
37951,02-05-2024 15:00,2024-04-30 06:00:00,01-05-2024 05:15,Hyderabad,523,ILLEGAL POSSESSION,14,F,Blunt Object,Other Crime,15,Yes,14-07-2024 15:00,5,4,1,2024,0,Tuesday,Summer,Morning,Child,Blunt,17.3606,78.4741
37952,02-05-2024 22:00,2024-04-30 07:00:00,30-04-2024 21:17,Pune,469,FRAUD,28,F,Unknown,Other Crime,9,Yes,25-05-2024 22:00,21,4,1,2024,0,Tuesday,Summer,Night,Young Adult,Unknown,18.5214,73.8545
37953,01-05-2024 23:00,2024-04-30 08:00:00,30-04-2024 10:06,Mumbai,516,ROBBERY,52,F,Unknown,Violent Crime,1,No,,10,4,1,2024,0,Tuesday,Summer,Morning,Adult,Unknown,19.055,72.8692
37954,02-05-2024 08:00,2024-04-30 09:00:00,30-04-2024 20:01,Bangalore,297,DRUG OFFENSE,10,F,Blunt Object,Other Crime,11,Yes,01-06-2024 08:00,20,4,1,2024,0,Tuesday,Summer,Evening,Child,Blunt,12.9768,77.5901
37955,02-05-2024 06:00,2024-04-30 10:00:00,30-04-2024 15:19,Nagpur,204,PUBLIC INTOXICATION,64,M,Other,Other Crime,12,No,,15,4,1,2024,0,Tuesday,Summer,Afternoon,Senior,Other,21.1498,79.0821
37956,30-04-2024 17:00,2024-04-30 11:00:00,01-05-2024 05:57,Pune,472,VANDALISM,27,F,Poison,Other Crime,7,Yes,23-05-2024 17:00,5,4,1,2024,0,Tuesday,Summer,Morning,Young Adult,Chemical,18.5214,73.8545
37957,03-05-2024 03:00,2024-04-30 12:00:00,01-05-2024 09:55,Hyderabad,201,PUBLIC INTOXICATION,19,F,Explosives,Other Crime,7,No,,9,4,1,2024,0,Tuesday,Summer,Morning,Young Adult,Explosive,17.3606,78.4741
37958,02-05-2024 23:00,2024-04-30 13:00:00,30-04-2024 22:54,Chennai,222,VANDALISM,14,F,Unknown,Other Crime,11,Yes,01-06-2024 23:00,22,4,1,2024,0,Tuesday,Summer,Night,Child,Unknown,13.0837,80.2702
37959,01-05-2024 17:00,2024-04-30 14:00:00,30-04-2024 14:53,Delhi,469,DRUG OFFENSE,69,M,Other,Other Crime,1,No,,14,4,1,2024,0,Tuesday,Summer,Afternoon,Senior,Other,28.6139,77.209
37960,02-05-2024 00:00,2024-04-30 15:00:00,30-04-2024 20:36,Pune,418,DOMESTIC VIOLENCE,29,F,Explosives,Violent Crime,6,Yes,01-06-2024 00:00,20,4,1,2024,0,Tuesday,Summer,Evening,Young Adult,Explosive,18.5214,73.8545
37961,01-05-2024 14:00,2024-04-30 16:00:00,30-04-2024 16:49,Bangalore,195,PUBLIC INTOXICATION,66,M,Other,Other Crime,3,Yes,25-05-2024 14:00,16,4,1,2024,0,Tuesday,Summer,Afternoon,Senior,Other,12.9768,77.5901
37962,02-05-2024 00:00,2024-04-30 17:00:00,01-05-2024 10:03,Kalyan,132,COUNTERFEITING,40,F,Poison,Other Crime,13,No,,10,4,1,2024,0,Tuesday,Summer,Morning,Adult,Chemical,19.2397,73.1366
37963,03-05-2024 01:00,2024-04-30 18:00:00,30-04-2024 18:21,Hyderabad,518,ILLEGAL POSSESSION,16,F,Firearm,Other Crime,18,Yes,13-06-2024 01:00,18,4,1,2024,0,Tuesday,Summer,Evening,Child,Firearm,17.3606,78.4741
37964,02-05-2024 17:00,2024-04-30 19:00:00,01-05-2024 07:02,Mumbai,294,DRUG OFFENSE,61,M,Unknown,Other Crime,12,Yes,19-07-2024 17:00,7,4,1,2024,0,Tuesday,Summer,Morning,Senior,Unknown,19.055,72.8692
37965,03-05-2024 01:00,2024-04-30 20:00:00,01-05-2024 11:40,Bangalore,593,ROBBERY,58,M,Poison,Violent Crime,6,Yes,25-09-2024 01:00,11,4,1,2024,0,Tuesday,Summer,Morning,Adult,Chemical,12.9768,77.5901
37966,01-05-2024 22:00,2024-04-30 21:00:00,01-05-2024 02:08,Pune,154,ARSON,73,F,Poison,Fire Accident,9,No,,2,4,1,2024,0,Tuesday,Summer,Night,Senior,Chemical,18.5214,73.8545
37967,03-05-2024 08:00,2024-04-30 22:00:00,01-05-2024 00:09,Kolkata,332,HOMICIDE,41,F,Knife,Other Crime,3,No,,0,4,1,2024,0,Tuesday,Summer,Night,Adult,Sharp,22.5726,88.3639
37968,02-05-2024 17:00,2024-04-30 23:00:00,01-05-2024 20:01,Varanasi,262,ILLEGAL POSSESSION,12,M,Blunt Object,Other Crime,2,No,,20,4,1,2024,0,Tuesday,Summer,Evening,Child,Blunt,25.3356,83.0076
37969,01-05-2024 01:00,2024-01-05 00:00:00,01-05-2024 18:05,Chennai,193,DRUG OFFENSE,62,M,Blunt Object,Other Crime,12,Yes,20-07-2024 01:00,18,1,4,2024,0,Friday,Winter,Evening,Senior,Blunt,13.0837,80.2702
37970,02-05-2024 14:00,2024-01-05 01:00:00,01-05-2024 11:07,Delhi,316,DRUG OFFENSE,23,F,Firearm,Other Crime,5,Yes,26-05-2024 14:00,11,1,4,2024,0,Friday,Winter,Morning,Young Adult,Firearm,28.6139,77.209
37971,02-05-2024 04:00,2024-01-05 02:00:00,01-05-2024 04:34,Chennai,254,DOMESTIC VIOLENCE,57,F,Unknown,Violent Crime,5,No,,4,1,4,2024,0,Friday,Winter,Night,Adult,Unknown,13.0837,80.2702
37972,04-05-2024 00:00,2024-01-05 03:00:00,01-05-2024 17:39,Pune,529,KIDNAPPING,15,F,Unknown,Other Crime,19,No,,17,1,4,2024,0,Friday,Winter,Evening,Child,Unknown,18.5214,73.8545
37973,02-05-2024 10:00,2024-01-05 04:00:00,02-05-2024 00:03,Mumbai,379,FRAUD,67,F,Knife,Other Crime,6,No,,0,1,4,2024,0,Friday,Winter,Night,Senior,Sharp,19.055,72.8692
37974,03-05-2024 21:00,2024-01-05 05:00:00,01-05-2024 13:51,Ghaziabad,568,ILLEGAL POSSESSION,39,F,Other,Other Crime,1,Yes,19-05-2024 21:00,13,1,4,2024,0,Friday,Winter,Afternoon,Adult,Other,28.775,77.4587
37975,01-05-2024 18:00,2024-01-05 06:00:00,01-05-2024 10:18,Ahmedabad,258,DOMESTIC VIOLENCE,50,F,Explosives,Violent Crime,5,No,,10,1,4,2024,0,Friday,Winter,Morning,Adult,Explosive,23.0215,72.5801
37976,04-05-2024 05:00,2024-01-05 07:00:00,01-05-2024 13:12,Mumbai,491,SEXUAL ASSAULT,55,F,Firearm,Violent Crime,2,No,,13,1,4,2024,0,Friday,Winter,Afternoon,Adult,Firearm,19.055,72.8692
37977,03-05-2024 21:00,2024-01-05 08:00:00,02-05-2024 07:13,Pune,258,PUBLIC INTOXICATION,74,M,Explosives,Other Crime,15,Yes,31-05-2024 21:00,7,1,4,2024,0,Friday,Winter,Morning,Senior,Explosive,18.5214,73.8545
37978,02-05-2024 04:00,2024-01-05 09:00:00,01-05-2024 09:56,Kolkata,452,KIDNAPPING,68,F,Poison,Other Crime,5,No,,9,1,4,2024,0,Friday,Winter,Morning,Senior,Chemical,22.5726,88.3639
37979,03-05-2024 01:00,2024-01-05 10:00:00,02-05-2024 04:57,Jaipur,137,PUBLIC INTOXICATION,13,M,Knife,Other Crime,9,Yes,08-05-2024 01:00,4,1,4,2024,0,Friday,Winter,Night,Child,Sharp,26.9155,75.819
37980,01-05-2024 15:00,2024-01-05 11:00:00,01-05-2024 21:03,Patna,377,DRUG OFFENSE,51,M,Unknown,Other Crime,1,Yes,28-07-2024 15:00,21,1,4,2024,0,Friday,Winter,Night,Adult,Unknown,25.6093,85.1235
37981,03-05-2024 10:00,2024-01-05 12:00:00,01-05-2024 17:58,Pune,440,DOMESTIC VIOLENCE,12,F,Other,Violent Crime,10,Yes,06-07-2024 10:00,17,1,4,2024,0,Friday,Winter,Evening,Child,Other,18.5214,73.8545
37982,03-05-2024 15:00,2024-01-05 13:00:00,01-05-2024 22:44,Delhi,348,KIDNAPPING,78,F,Knife,Other Crime,10,Yes,09-07-2024 15:00,22,1,4,2024,0,Friday,Winter,Night,Senior,Sharp,28.6139,77.209
37983,03-05-2024 18:00,2024-01-05 14:00:00,02-05-2024 05:07,Kanpur,198,FRAUD,30,F,Explosives,Other Crime,3,Yes,27-06-2024 18:00,5,1,4,2024,0,Friday,Winter,Morning,Adult,Explosive,26.4609,80.3218
37984,02-05-2024 08:00,2024-01-05 15:00:00,01-05-2024 19:31,Pune,123,VEHICLE - STOLEN,54,F,Unknown,Violent Crime,11,No,,19,1,4,2024,0,Friday,Winter,Evening,Adult,Unknown,18.5214,73.8545
37985,03-05-2024 11:00,2024-01-05 16:00:00,01-05-2024 18:21,Lucknow,458,ILLEGAL POSSESSION,46,F,Knife,Other Crime,14,Yes,22-05-2024 11:00,18,1,4,2024,0,Friday,Winter,Evening,Adult,Sharp,26.8381,80.9346
37986,04-05-2024 05:00,2024-01-05 17:00:00,01-05-2024 18:44,Ahmedabad,458,COUNTERFEITING,60,F,Blunt Object,Other Crime,6,Yes,17-06-2024 05:00,18,1,4,2024,0,Friday,Winter,Evening,Senior,Blunt,23.0215,72.5801
37987,03-05-2024 14:00,2024-01-05 18:00:00,02-05-2024 12:34,Mumbai,147,SEXUAL ASSAULT,51,F,Poison,Violent Crime,1,No,,12,1,4,2024,0,Friday,Winter,Afternoon,Adult,Chemical,19.055,72.8692
37988,02-05-2024 08:00,2024-01-05 19:00:00,02-05-2024 15:28,Varanasi,337,ARSON,66,M,Poison,Fire Accident,1,No,,15,1,4,2024,0,Friday,Winter,Afternoon,Senior,Chemical,25.3356,83.0076
37989,04-05-2024 18:00,2024-01-05 20:00:00,02-05-2024 00:10,Ahmedabad,264,TRAFFIC VIOLATION,20,F,Other,Traffic Fatality,14,Yes,24-05-2024 18:00,0,1,4,2024,0,Friday,Winter,Night,Young Adult,Other,23.0215,72.5801
37990,02-05-2024 09:00,2024-01-05 21:00:00,02-05-2024 08:50,Meerut,416,KIDNAPPING,75,F,Unknown,Other Crime,4,Yes,03-06-2024 09:00,8,1,4,2024,0,Friday,Winter,Morning,Senior,Unknown,29.0019,77.768
37991,04-05-2024 20:00,2024-01-05 22:00:00,02-05-2024 20:29,Chennai,598,IDENTITY THEFT,35,F,Unknown,Violent Crime,10,No,,20,1,4,2024,0,Friday,Winter,Evening,Adult,Unknown,13.0837,80.2702
37992,02-05-2024 16:00,2024-01-05 23:00:00,02-05-2024 00:29,Mumbai,137,DRUG OFFENSE,66,M,Firearm,Other Crime,15,Yes,28-05-2024 16:00,0,1,4,2024,0,Friday,Winter,Night,Senior,Firearm,19.055,72.8692
37993,04-05-2024 16:00,2024-02-05 00:00:00,02-05-2024 02:43,Chennai,307,VANDALISM,24,F,Knife,Other Crime,12,No,,2,2,0,2024,0,Monday,Winter,Night,Young Adult,Sharp,13.0837,80.2702
37994,03-05-2024 00:00,2024-02-05 01:00:00,02-05-2024 09:14,Delhi,219,HOMICIDE,41,F,Knife,Other Crime,10,Yes,23-02-2025 00:00,9,2,0,2024,0,Monday,Winter,Morning,Adult,Sharp,28.6139,77.209
37995,03-05-2024 20:00,2024-02-05 02:00:00,02-05-2024 17:25,Bangalore,548,BURGLARY,52,F,Firearm,Other Crime,17,No,,17,2,0,2024,0,Monday,Winter,Evening,Adult,Firearm,12.9768,77.5901
37996,02-05-2024 14:00,2024-02-05 03:00:00,02-05-2024 14:40,Bangalore,445,ASSAULT,43,F,Blunt Object,Violent Crime,9,No,,14,2,0,2024,0,Monday,Winter,Afternoon,Adult,Blunt,12.9768,77.5901
37997,04-05-2024 03:00,2024-02-05 04:00:00,02-05-2024 04:21,Jaipur,213,ROBBERY,57,M,Poison,Violent Crime,8,No,,4,2,0,2024,0,Monday,Winter,Night,Adult,Chemical,26.9155,75.819
37998,02-05-2024 18:00,2024-02-05 05:00:00,02-05-2024 13:44,Patna,453,IDENTITY THEFT,33,F,Blunt Object,Violent Crime,4,Yes,23-06-2024 18:00,13,2,0,2024,0,Monday,Winter,Afternoon,Adult,Blunt,25.6093,85.1235
37999,03-05-2024 17:00,2024-02-05 06:00:00,02-05-2024 21:24,Kolkata,278,FRAUD,16,F,Other,Other Crime,11,No,,21,2,0,2024,0,Monday,Winter,Night,Child,Other,22.5726,88.3639
38000,03-05-2024 20:00,2024-02-05 07:00:00,02-05-2024 08:24,Pune,315,FIREARM OFFENSE,20,F,Poison,Fire Accident,14,No,,8,2,0,2024,0,Monday,Winter,Morning,Young Adult,Chemical,18.5214,73.8545
38001,04-05-2024 14:00,2024-02-05 08:00:00,03-05-2024 07:08,Indore,500,KIDNAPPING,68,M,Poison,Other Crime,2,Yes,28-07-2024 14:00,7,2,0,2024,0,Monday,Winter,Morning,Senior,Chemical,22.7204,75.8682
38002,02-05-2024 21:00,2024-02-05 09:00:00,02-05-2024 09:02,Kanpur,455,ASSAULT,26,F,Other,Violent Crime,10,Yes,03-06-2024 21:00,9,2,0,2024,0,Monday,Winter,Morning,Young Adult,Other,26.4609,80.3218
38003,02-05-2024 16:00,2024-02-05 10:00:00,02-05-2024 11:43,Delhi,129,ROBBERY,11,F,Firearm,Violent Crime,10,No,,11,2,0,2024,0,Monday,Winter,Morning,Child,Firearm,28.6139,77.209
38004,05-05-2024 01:00,2024-02-05 11:00:00,02-05-2024 11:06,Kolkata,148,IDENTITY THEFT,76,F,Firearm,Violent Crime,2,No,,11,2,0,2024,0,Monday,Winter,Morning,Senior,Firearm,22.5726,88.3639
38005,05-05-2024 00:00,2024-02-05 12:00:00,02-05-2024 16:34,Delhi,145,FRAUD,29,F,Explosives,Other Crime,1,Yes,21-06-2024 00:00,16,2,0,2024,0,Monday,Winter,Afternoon,Young Adult,Explosive,28.6139,77.209
38006,04-05-2024 18:00,2024-02-05 13:00:00,02-05-2024 20:48,Hyderabad,189,EXTORTION,35,F,Other,Other Crime,12,No,,20,2,0,2024,0,Monday,Winter,Evening,Adult,Other,17.3606,78.4741
38007,05-05-2024 11:00,2024-02-05 14:00:00,03-05-2024 11:57,Meerut,591,ARSON,70,M,Poison,Fire Accident,10,No,,11,2,0,2024,0,Monday,Winter,Morning,Senior,Chemical,29.0019,77.768
